text,tag 
проанализирова указа метод сдела вывод расчет инфильтрац кратност воздухообм оказыва предпочтительн остальн наибольш сходим результат экспериментальн дат возможн обойт лабораторн оборудован,0
полож основ построен математическ модел дан физическ процесс,0
рассматрива трещин наружн стен проход произвольн направлен,0
течен воздух щел следств налич градиент давлен внутрен наружн поверхн огражден,0
известн 3 движен воздух уподоб движен несжима жидкост описыва уравнен навьестокс котор записыва вид уравнен обычн услов несжимаем div v 0 1 уравнен движен 1 vgradpvvtvdtdv 2 коэффициент кинематическ вязкост 222222zyx оператор лаплас,0
использован уравнен 2 применительн движен воздух согласн,0
1 требова качеств исходн параметр расчет скорост расход воздух задан геометрическ параметр област участок такж градиент давлен,0
применительн плоск стру уравнен 2 зам кинематическ вязкост динамическ вязкост уравнен неразрывн записа вид систем дифференциальн уравнен частн производн 2l zxyr0,0
координатн привязк сквозн трещин наружн стен глубин трещин l длин трещин r ширин раскрыт трещин zuzxp 3 v zzyp 4 0 zp 5 0wvu mzyxdd 6 p перепад давлен внутрен наружн поверхн огражден па u v w проекц скорост воздух сред x z метр плотност воздух килограмм м3 врем массов расход воздух единиц врем единиц обь занима трещин килограмм м3 динамическ вязкост воздух наш м2 r ширин раскрыт трещин метр,0
граничн услов систем уравнен 3 6 записа вид z 0 z r u v w 0,0
7 значен скорост воздух u v вдол x определим результат интегрирован z уравнен 3 4 вычислен констант интегрирован учет граничн услов 7 научнотехническ вестник государствен 2019 1 nauchnotekhnichesk vestnik bryansk gosudarstven universitet 2019,0
21ypzzrv 9 дал представим уравнен неразрывн 6 интегральн форм cypxp 2222 10 212rmc,0
уравнен 10 относ класс диффузион задач описыва уравнен пуассон 5,0
достаточн подобра соответств масштаб пут ввод относительн перемен x,0
выполним зам перемен полож lyyalxx 11 la глубин трещин l длин трещин,0
образ ниж рассматрива относительн систем координат ox котор массов расход воздух килограмм м3 занима трещин заменим объемн расход воздух q м3 поступа щел единиц врем формул rmalq2,0
12 ввест обозначен qalr1223 p p,0
13 уравнен пуассон 10 учет 13 p относительн систем координат имет вид,0
1 2 22 2 ypaxp 14 дальн удобств зап полож x x,0
12 22 2 ypxp 15 получ уравнен 15 реш помощ метод гал ркин 4,0
зат пут обратн преобразован переход относительн координат исходн получ зависим расход воздух q трещин размер r l перепад давлен p наружн внутрен сторон огражден 123 lrpq 16 nknllklkkllk1133121121124 1 1 1 64 эмпирическ коэффициент зависет количеств учест решен уравнен 15 член тригонометрическ ряд базисн функц,0
результат числен расчет постро зависим изменен расход воздух перепад давлен p внутрен внешн поверхн огражден диапазон 0 100 па величин раскрыт трещин r 0 10 мм,0
анализ представ поверхн q показыва ширин раскрыт трещин r 1 мм расход воздух щел имет существен значен формирован микроклимат помещен,0
част поверхн параллельн основан величин воздухообм соизмерим таков пор материа огражден,0
дальн увеличен ширин раскрыт трещин r расход воздух резк возраста проявля форм поверхн принима параболическ характер 1 мм r 3 мм,0
r 3 мм начина повышен инфильтрац воздух,0
числен реализац математическ модел разработа расч тны программ 12 базов платформ windows xp задействова пакет microsoft developer stud оболочк microsoft fortra powerstation version 4,0
графическ поддержк gold softwar surfer version 7,0
0 котор позволя значительн упрост оценк остаточн теплозащитн свойств огражда конструкц здан железнодорожн транспорт,1
научнотехническ вестник государствен 2019 1 nauchnotekhnichesk vestnik bryansk gosudarstven universitet 2019,0
поверхн объемн расход воздух функц перепад давлен наружн внутрен поверхн огражден величин раскрыт трещин локальн максимум зон минимальн значен величин q погрешн процедур интерполяц ошибк округлен,0
сквозн трещин стенов панел эксплуатирова жил здан 3,0
экспериментальн исследован определен воздухопроницаем наружн огражден сквозн дефект оценк адекватн математическ модел провест натурн эксперимент определен воздухопроницаем стенов панел керамзитобетон эксплуатирова здан,0
нача проведен эксперимент пут визуальн обследован выяв панел сквозн трещин,0
характеристик определя пут замер помощ стальн рулетк длин трещин микроскоп мпб2 цен делен 0 02 мм ширин раскрыт трещин транспортир угол наклон трещин,0
результат эксперимент обработа метод математическ статистик представ табл,0
научнотехническ вестник государствен 2019 1 nauchnotekhnichesk vestnik bryansk gosudarstven universitet 2019,0
22281 2413992020180501113121 118 помощ компьютерн программ 12 произвест расчет воздухопроницаем разработа математическ модел 116,0
таблиц 1 результат испытан определен воздухопроницаем огражда конструкц трещин толщин стенов панел метр ширин трещин r метр длин трещин l метр угол наклон трещин град перепад давлен p па мны расход воздух q м3 числ эксперимент расч 0 350 0 0015 0 86 58 5 0 00267 0 00252 10 0 00539 0 00504 20 0 00908 0 00936 30 0 01497 0 0144 40 0 01946 0 01908 50 0 0219 0 02412 70 0 0314 0 03384 100 0 0515 0 0477 0 350 0 0019 0 53 39 5 0 00378 0 0036 10 0 00563 0 00612 20 0 0125 0 01188 30 0 0187 0 0180 40 0 0231 0 0244 50 0 0327 0 0306 70 0 0451 0 04176 100 0 0641 0 06156 анализ сравнен результат экспериментальн теоретическ исследован показа расхожден получ значен воздухопроницаем составля 6 7 подтвержда адекватн разработа математическ модел,0
образ получ математическ зависим определен воздухопроницаем наружн огражден моч использова оценк остаточн теплозащитн свойств стенов панел сквозн трещин научн обоснован способ термообновлен значительн упроща процесс исследован,1
заключен результат выполн теоретическ экспериментальн исследован сдела разработа методологическ подход проблем термическ обновлен объект инфраструктур железнодорожн транспорт климатическ услов республик узбекиста основа получен объективн дат остаточн теплозащитн свойств огражден получ методик оценк фактическ расчетн сопротивлен огражден трещин повыс точност определен расход тепл энерг отоплен здан сооружен железнодорожн транспорт проведен энергетическ ауд,1
научнотехническ вестник государствен 2019 1 nauchnotekhnichesk vestnik bryansk gosudarstven universitet 2019,0
22281 2413992020180501113121 119 список литератур 1,0
теплопередач узел огражда конструкц двухмерн фильтрац наружн воздух,0
комплексн подход проблем термообновлен стен панельн здан,0
информационнотехническ диагностик техническ состоян эксплуатирова здан,0
перспектив дальн эксплуатац панельн жил здан,0
вопрос повышен энергоэффективн здан железнодорожн транспорт е,0
heat transfer knots protecting designs twodimensiona filtration externa air,0
building heating engineer protecting parts buildings,0
complex approach probl walls panel buildings,0
information technica diagnostics technica condition operated buildings,0
issu increasing energ efficienc buildings railwa transport,0
cal научнотехническ вестник государствен 2019 1 nauchnotekhnichesk vestnik bryansk gosudarstven universitet 2019,0
расч воздухопроницаем температурн пол огражден фильтрова трещин,0
авторск свидетельств официальн регистрац программ эвм dgu 03151 е,0
исследован вопрос повышен энергоэффективн здан железнодорожн транспорт,0
адилходжа современ проблем транспортн комплекс росс,0
моделирован процесс формирован температурн пол наружн огражден здан железнодорожн транспорт,0
issu therma renovation infrastructur railwa transport evaluated,0
issu increasing energetic efficienc buildings railwa transport,0
method estimation therma protectiv properties externa walls operating residentia buildings,0
student scienc research works part san francisc ca us march 30 2018,0
peculiarities formation therma mod operating panel buildings,0
scienc practic new level integration modern world,0
culation air permeabilit temperatur fields fences filtered crack,0
author certificat officia registration progr electronic computers received agenc intellectua propert republic uzbekista,0
issu improving energ efficienc buildings railwa transport,0
sovremen problem transportn kompleks ross 2018 vol,0
modeling process formation temperatur field externa fencing buildings railwa transport,0
nauchnotekhnichesk vestnik bryansk gosudarstven universitet 2018,0
issu therma renovation infrastructur railwa transport evaluated,0
issu increasing energetic efficienc buildings railwa transport,0
method estimation therma protectiv properties externa walls operating residentia buildings,0
san francisc ca us march 30 2018,0
peculiarities formation therma mod operating panel buildings,0
scienc practic new level integration modern world,0
complex approach thermalization externa walls residentia buildings,0
internationa journa advanced research scienc engineering technolog 2019 vol,0
analytica model calculating therma bridg effects high performanc научнотехническ вестник государствен 2019 1 nauchnotekhnichesk vestnik bryansk gosudarstven universitet 2019,0
complex approach thermalization externa walls residentia buildings,0
journa advanced research scienc engineering technolog,0
analytica model calculating therma bridg effects high performanc building enclosur,0
современ услов национальн безопасн российск федерац такж жизнен важн интерес кажд человек неразрывн связа защит чрезвычайн ситуац природн техноген характер 7,0
правильн спланирова обоснова своевремен организова провест мероприят защит населен чрезвычайн ситуац позволя минимизирова избежа ущерб случа возникновен ситуац,0
цел дифференцирова подход определен содержан обь срок проведен мероприят защит населен заблаговремен разработк реализац необходим достаточн обь осуществля зонирован территор,0
качеств чрезвычайн ситуац техноген характер способн принест наибольш вред случа возникновен исход количеств возможн жертв 3 особ вниман следова удел авар химическ опасн объект,0
обеспечен защит населен наход зон возможн химическ заражен настоя врем планирова осуществля счет выполнен след задач возлож гражданск оборон эвакуац населен материальн культурн ценност безопасн район предоставлен населен средств индивидуальн коллективн защит,0
научнотехническ вестник государствен 2019 1 nauchnotekhnichesk vestnik bryansk gosudarstven universitet 2019,0
22281 2413992020190501122128 123 основн мероприят защит жизн здоров населен чрезвычайн ситуац числ услов химическ заражен территор согласн 2 укрыт специальн защитн сооружен эвакуац зон чрезвычайн ситуац использован средств индивидуальн защит орга дыхан проведен мероприят медицинск защит,0
постановк задач применен перечислен выш мероприят защит населен зон химическ заражен подразумева значительн финансов материальн затрат существ социальноэкономическ фактор возника необходим оптимизац ресурс требова обеспечен защит населен,0
следовательн цел оптимизац затрат необходим обеспечен защит населен возника необходим внедрен нов вариант защит населен зон химическ заражен 9,0
настоя врем принцип организац надежн защит населен явля дифференцирова подход выбор способ мероприят защит населен 10,0
поэт кажд рассмотрет защитн мероприят зависим конкретн обстановк применя либ самостоятельн либ сочетан друг мероприят,0
дифференцирова подход дат случа заключа поиск конкретн способ защит населен котор устанавлива основ анализ обстановк складыва авар химическ опасн объект налич врем сил средств,0
критер обоснован конкретн способ защит населен зон возможн химическ заражен настоя врем установ сп 165,0
13258002014 основыва характеристик источник техноген опасн,0
провест исследован 4 5 показа жил здан определен степен моч способствова снижен поражен человек пар распространя аварийн химическ опасн веществ,0
9 представ подход определен значен показател защищен котор использова качеств критер отнесен времен укрыт человек жил здан возможн способ защит населен зон химическ заражен,0
образ реализац иде дифференцирова подход защит населен зон химическ заражен авар химическ опасн объект необходим разработа алгоритм обоснован комплекс мероприят защит населен зон химическ заражен учитыва возможн времен укрыт человек жил здан,0
цел дат работ явля обоснован комплекс мероприят защит населен зон химическ заражен авар химическ опасн объект учет защитн свойств объект строительств,1
решен задач алгоритм определен комплекс мероприят защит населен зон химическ заражен включа выполнен след операц 1 нахожден значен параметр поража фактор аварийн химическ опасн веществ 2 расч вероятн количеств населен попаст зон заражен 3 оценк возможн проведен мероприят эвакуац населен зон химическ заражен 4 оценк возможн проведен мероприят обеспечен населен прожива зон возможн химическ заражен средств индивидуальн защит орга дыхан 5 оценк защитн свойств жил здан проникновен аварийн химическ опасн веществ 6 определен комплекс мероприят защит населен зон заражен,1
научнотехническ вестник государствен 2019 1 nauchnotekhnichesk vestnik bryansk gosudarstven universitet 2019,0
блоксхем алгоритм определен комплекс мероприят защит населен зон химическ заражен обозначен рисунок ахов аварийн химическ опасн веществ сизод средств индивидуальн защит орга дыхан основ разработа структур алгоритм предлага методик определен комплекс мероприят защит населен зон химическ заражен,0
ключев фактор влия эффективн целесообразн выполнен мероприят защит явля фактор врем,0
оценк времен интерва необходим провест ряд предварительн расчет,0
оценк возможн проведен мероприят эвакуац населен зон химическ заражен расчет врем проведен эвакуац,0
располага врем эвакуац t1 определя согласн 6 зависим t1 тп тав 1 тп врем подход облак аварийн химическ опасн веществ жил район числ тав врем авар химическ опасн объект числ,0
врем необходим организац проведен эвакуац тэ 6 тэ tc тд 2 врем оповещен населен авар химическ опасн объект числ tc врем выход населен здан учитыва врем необходим сбор числ тд врем движен пут эвакуац безопасн зон числ,0
производ оценк возможн проведен мероприят эвакуац населен зон химическ заражен пут метр сравнен значен располага врем эвакуац t1 врем необходим организац проведен эвакуац тэ,0
научнотехническ вестник государствен 2019 1 nauchnotekhnichesk vestnik bryansk gosudarstven universitet 2019,0
22281 2413992020190501122128 125 эвакуац населен зон химическ заражен осуществля случа t1 тэ,0
оценк возможн проведен мероприят обеспечен населен прожива зон возможн химическ заражен средств индивидуальн защит орга дыхан расчет врем проведен мероприят обеспечен населен средств индивидуальн защит орга дыхан,0
располага врем проведен мероприят обеспечен населен средств индивидуальн защит орга дыхан t2 определя согласн 6 зависим t2 тп тав 4 тп врем подход облак аварийн химическ опасн веществ жил район числ,0
врем необходим организац проведен мероприят обеспечен населен средств индивидуальн защит орга дыхан тз согласн 6 составля тз тр тв 5 тр врем подготовк пункт выдач средств индивидуальн защит орга дыхан работ числ тв врем необходим получен населен средств индивидуальн защит орга дыхан учитыва врем применен населен средств числ,0
производ оценк возможн проведен мероприят обеспечен населен прожива зон возможн химическ заражен средств индивидуальн защит орга дыхан пут сравнен значен располага врем проведен мероприят обеспечен населен средств индивидуальн защит орга дыхан t2 врем необходим организац проведен мероприят обеспечен населен средств индивидуальн защит орга дыхан тз,0
проведен мероприят обеспечен населен средств индивидуальн защит орга дыхан целесообразн провод случа t2 тз,0
6 указа времен отрезк моч скорректирова поскольк современ жил объект моч обеспечива времен защит укр нем населен,0
эт связа незначительн част аварийн химическ опасн веществ проника огражда конструкц современ объект строительств,0
соответствен дат проникнут внутр помещен част аварийн химическ опасн веществ оказыва воздейств человек наход внутр,0
степен ослаблен действ поража фактор авар химическ опасн объект выраз степен снижен экспозицион доз счет укрыт населен внутр жил здан химическ заражен внутригородск территор аварийн химическ опасн веществ 9 вннддк 7 двн доз получа человек внутр помещен врем действ поража фактор аварийн химическ опасн веществ мг дн доз получа человек вне помещен врем действ поража фактор аварийн химическ опасн веществ мг,0
проведен расчет учитыва величин доз явля некотор статичн величин зависет врем действ источник аварийн химическ опасн веществ изменен концентрац врем пространств,0
величин дн наход основан методик предлага 1 котор учитыва физикохимическ свойств веществ такж особен рассеян атмосфер,1
нахожден значен двн необходим учитыва одновремен проникновен аварийн химическ научнотехническ вестник государствен 2019 1 nauchnotekhnichesk vestnik bryansk gosudarstven universitet 2019,0
22281 2413992020190501122128 126 опасн веществ внутр помещен происход удален счет воздухообм жил помещен сбалансирова 8 мjпомещнимjпомещjнjjниjвнввтгcтгcтqд000 8 cн концентрац аварийн химическ опасн веществ зараз воздух год м3 элементарн отрезк врем котор разделя интерва врем действ аварийн химическ опасн веществ человек пример принима равн 1 мин n врем действ источник аварийн химическ опасн веществ человек вне здан числ врем действ источник аварийн химическ опасн веществ человек внутр здан числ g расход инфильтрова воздух м3 числ q объест вдыха человек воздух элементарн отрезк врем м3 впомещ объест помещен м3,0
учитыва перечислен мероприят защит должн выполня комплексн распространя территор зон возможн химическ заражен проведен предварительн расчет возможн установлен разн реж защит зависим значен поража фактор авар защитн свойств объект строительств,1
реж защит населен зон химическ заражен предлага определя зависим степен опасн скорост нарастан токсоэффект зонирова территор вокруг химическ опасн объект комплекс защитн мероприят,0
зонирован провод пут метр прогнозирован пространственновремен распределен поража фактор задан качеств исходн дат параметр химическ опасн объект параметр аварийн выброс метеоуслов токсическ свойств аварийн химическ опасн веществ подготовлен населен действ услов чрезвычайн ситуац,1
предлага выделя зон реж защит населен зон зон самостоятельн действ зон зон организова действ зон зон массов эвакуац,0
реж защит населен зон определя основн мероприят провод заблаговремен угроз возникновен чрезвычайн ситуац снижен запас аварийн химическ опасн веществ предприят заблаговремен выдач средств индивидуальн защит течен 30 мин готов выдач выдава средств индивидуальн защит рабоч мест прич обеспечен средств индивидуальн защит подлежа населен прожива территор предел границ зон возможн опасн химическ заражен авар химическ опасн объект приспособлен укрыт помещен жил здан учрежден обществен мест прич укрыт населен здан сооружен предусматрива вынужден мер отсутств достаточн врем проведен экстрен эвакуац друг непредвиден обстоятельств создан вблиз возможн источник химическ заражен стационарн автоматизирова систем локализац обезвреживан облак зараж нны воздух исход вероятн наибол опасн направлен распространен заблаговремен отселен частичн полн населен вывод предел зон учрежден дошкольн школьн образован обществен учрежден возможн скоплен больш масс человек,0
зон вокруг химическ опасн объект предлага обеспеч личн пользован средств индивидуальн защит 100 прожива населен,0
реж защит населен зон стро основ комплекс защитн мероприят пут метр реализац различн способ защит научнотехническ вестник государствен 2019 1 nauchnotekhnichesk vestnik bryansk gosudarstven universitet 2019,0
22281 2413992020190501122128 127 применен средств индивидуальн защит укрыт жил здан учрежден укрыт защитн сооружен гражданск оборон котор использова 2 реж вентиляц,0
укрыт осуществля цел защит населен врем прохожден облак токсичн веществ,0
использова защитн сооружен гражданск оборон подготов помещен жил обществен производствен здан,0
заполнен укрыт реж пребыван населен самоэвакуац применен применен средств индивидуальн защит определя соответств сигна оповещен,0
зон реж защит населен основн обеспечива эвакуац своевремен выход населен предел зон химическ заражен,0
зон зон массов эвакуац характеризова неблагоприятн складыва обстановк возможн проведен организова времен эвакуац больш масс человек применен дополнительн средств защит,0
границ зон устанавлива основ прогнозирован глубин распространен вторичн облак аварийн химическ опасн веществ,0
вывод работ излож подход обоснован комплекс мероприят защит населен зон химическ заражен,0
представ подход базирова совместн оценк значен времен отрезок реализац мероприят защит значен показател защищен,0
снижен значен поража фактор авар счет укрыт населен жил объект позволя комплекс друг мероприят реализова дифференцирова подход зонирован территор зависим предпочтительн выбор мероприят защит,0
оценк эффективн качеств фильтрова средств индивидуальн защит орга дыхан населен чрезвычайн ситуац,0
фгб вни го чс фц 2017,0
государствен доклад состоян защит населен территор российск федерац чрезвычайн ситуац природн техноген характер 2016 год мчс росс,0
прогнозирован опасн токсическ поражен проникновен загрязн воздух помещен различн назначен дис,0
разработк методическ основ оценк последств химическ references 1,0
otsenk effektivn kachestv filtruyushch sredstv individualno zashchit organ dykhaniy naseleniy v chrezvychayn situatsiy,0
gosudarstvenny doklad sostoyan zashchit naseleniy territor rossiysko federats ot chrezvychayn situats prirodn tekhnogen kharakter v 2016 god,0
prognozirovan opasn toksichesk porazheniy pri proniknoven zagryaznen vozdukh v pomeshcheniy razlichn naznacheniy,0
razrabotk metodichesk osn otsenk posledstv khimichesk promyshlen avar,0
научнотехническ вестник государствен 2019 1 nauchnotekhnichesk vestnik bryansk gosudarstven universitet 2019,0
22281 2413992020190501122128 128 промышлен авар пример металлургическ комбинат дис,0
чрезвычайн ситуац обстоятельств введен чрезвычайн положен дис,0
подход определен показател построен шкал оценк защищен населен жил здан химическ заражен территор,0
кочела научн образовательн проблем гражданск защит,0
показател защищен населен жил здан химическ заражен территор,0
указ президент рф 20 декабр 2016 год,0
696 утвержден основ государствен политик российск федерац област гражданск оборон период 2030 год,0
chrezvychain situats kak obstoyatelstv vvedeniy chrezvychain polozheniy,0
podkhod k opredeleniy pokazately postroeniy shkal otsenk zashchishchen naseleniy v zhil zdaniy pri khimichesk zarazhen territor,0
nauchn obrazovateln probl grazhdansko oboron 2018,0
pokazatel zashchishchen naseleniy v zhil zdaniy pri khimichesk zarazhen territor,0
nauchn obrazovateln probl grazhdansko oboron 2018,0
decr president russia federation december 20 2016 696 ob utverzhden gosudarstvenno politik rossiysko federats v oblast grazhdansko oboron na period 2030,0
сред разнообраз природн ресурс имен земельн отлича сво многофункциональн явля главн незаменим средств производств предмет приложен труд сельск хозяйств,1
поэт выявлен оценк установлен степен различ эффективн использован отдельн иерархическ организова территориальн уровен явля актуальн практическ востребова вопрос прикладн географическ исследован 3 4 12,1
результат экономикогеографическ оценк анализ сельскохозяйствен научнотехническ вестник государствен 2019 1 nauchnotekhnichesk vestnik bryansk gosudarstven universitet 2019,1
22281 2413992020180501129146 130 землепользован моч использова разработк комплексн целев программ социальноэкономическ развит агропромышлен комплекс сельск территор област контекст реализац государствен программ развит сельск хозяйств регулирован рынок сельскохозяйствен продукц сыр продовольств област 20142020 год прогностическ модел определен перспективн направлен организац рациональн эффективн использован земел разн категор хозяйств муниципальн район област,1
метод материа исследован эффективн использован сельскохозяйствен земел крестьянск фермерск хозяйств индивидуальн предпринимател определя помощ параметр характеризова выход продукц единиц земельн площад,1
определен качеств исходн дат использова стоимостн валов сельскохозяйствен продукц сопоставим цен тысяч,1
расчет гектар сельхозугод натуральн урожайн сельскохозяйствен культур ц га производств основн вид продукц растениеводств животноводств расчет 100 га пашн сельскохозяйствен угод тон показател 4 5 12,1
основан оценк анализ показател определ тенденц эффективн сельскохозяйствен землепользован крестьянск фермерск хозяйств индивидуальн предпринимател муниципальн район област,1
анализ провод динамик 10 год 2006 2016 год,0
получен объективн представлен состоян сельскохозяйствен землепользован примен рейтингов индексн методик позвол районирова территор област выдел 5 групп район уровен эффективн использован земел крестьянск фермерск хозяйств индивидуальн предпринимател очен высок уровен эффективн высок средн низк очен низк,1
информацион баз исследован состав дат управлен федеральн служб государствен регистрац кадастр картограф област статистическ материа территориальн орга федеральн служб государствен статистик област,1
результат обсужден территор област дан всероссийск сельскохозяйствен переп 2016 год,1
насчитыва 1245 хозяйств числ 1146 крестьянск фермерск хозяйств 99 индивидуальн предпринимател 10 год количеств выраст 322 хозяйств 2006 год,1
распределен общ числ крестьянск фермерск хозяйств индивидуальн предпринимател разрез административн район динамик представ,1
осуществля сельскохозяйствен деятельн 42 4 528 хозяйств 2006 год,1
анализирова период числ выраст 10 район,0
изменен общ числ хозяйств разрез административн район област состоян 01,1
6 9 научнотехническ вестник государствен 2019 1 nauchnotekhnichesk vestnik bryansk gosudarstven universitet 2019,0
изменен удельн вес крестьянск фермерск хозяйств индивидуальн предпринимател осуществля сельскохозяйствен деятельн процент общ числ соответств категор хозяйств 6 9 удельн вес хозяйств осуществля выращиван зернов техническ проч сельскохозяйствен культур 2016 год,1
состав 78 2 разведен крупн рогат скот 42 5 овц коз 17 2 свин 11 6 птиц 13 9,0
разрез район преоблада выращиван зернов картофел 80 разведен крупн рогат скот 6,0
пользован крестьянск фермерск хозяйств индивидуальн предпринимател наход 106 1 тысяч,1
анализирова период стародубск карачевск брасовск севск район площад угод хозяйств существен выраст незначительн сокращен произойт район,1
дол хозяйств структур сельскохозяйствен угод област выраст 3 4 состав 5 7,1
общ площад земл приход хозяйств такж возраст 76 143 га 2 10,1
15 район дол структур угод существен выраст особен карачевск 18 стародубск 22 суземск 6 5 брасовск 5 8 севск 5 3,1
такж положительн изменен структур сельскохозяйствен угод наход пользован хозяйств 10 год отнест увеличен площад пашн 53 7 тысяч,1
